functionality;architecture;neutral
[0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.00980392156862745, 0.029411764705882353, 0.00980392156862745, 0.029411764705882353, 0.029411764705882353, 0.0392156862745098, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.00980392156862745, 0.00980392156862745, 0.029411764705882353, 0.00980392156862745, 0.049019607843137254, 0.049019607843137254, 0.00980392156862745, 0.00980392156862745, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353];[0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.007936507936507936, 0.031746031746031744, 0.007936507936507936, 0.031746031746031744, 0.031746031746031744, 0.03968253968253968, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.007936507936507936, 0.007936507936507936, 0.031746031746031744, 0.007936507936507936, 0.03968253968253968, 0.03968253968253968, 0.007936507936507936, 0.007936507936507936, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744];[0.024390243902439025, 0.024390243902439025, 0.036585365853658534, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.036585365853658534, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.036585365853658534, 0.024390243902439025, 0.036585365853658534, 0.024390243902439025, 0.036585365853658534, 0.036585365853658534, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.036585365853658534, 0.024390243902439025, 0.024390243902439025, 0.036585365853658534, 0.024390243902439025, 0.036585365853658534, 0.036585365853658534]
[0.06666666666666667, 0.06666666666666667, 0.1111111111111111, 0.06666666666666667, 0.06666666666666667, 0.1111111111111111, 0.08888888888888889, 0.06666666666666667, 0.06666666666666667, 0.1111111111111111, 0.06666666666666667, 0.1111111111111111];[0.07692307692307693, 0.07692307692307693, 0.09615384615384616, 0.07692307692307693, 0.07692307692307693, 0.09615384615384616, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.09615384615384616, 0.07692307692307693, 0.09615384615384616];[0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693]
[0.06, 0.06, 0.06, 0.02, 0.08, 0.08, 0.1, 0.1, 0.1, 0.06, 0.06, 0.04, 0.04, 0.04, 0.04, 0.06];[0.06896551724137931, 0.06896551724137931, 0.06896551724137931, 0.017241379310344827, 0.08620689655172414, 0.08620689655172414, 0.08620689655172414, 0.08620689655172414, 0.08620689655172414, 0.06896551724137931, 0.06896551724137931, 0.034482758620689655, 0.034482758620689655, 0.034482758620689655, 0.034482758620689655, 0.06896551724137931];[0.05263157894736842, 0.10526315789473684, 0.05263157894736842, 0.07894736842105263, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.07894736842105263, 0.05263157894736842, 0.05263157894736842, 0.10526315789473684, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842]
[0.23076923076923078, 0.38461538461538464, 0.38461538461538464];[0.2857142857142857, 0.35714285714285715, 0.35714285714285715];[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]
[0.058823529411764705, 0.09803921568627451, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.09803921568627451, 0.09803921568627451, 0.0784313725490196, 0.058823529411764705, 0.09803921568627451, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705];[0.06666666666666667, 0.08333333333333333, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.08333333333333333, 0.08333333333333333, 0.06666666666666667, 0.06666666666666667, 0.08333333333333333, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667];[0.09090909090909091, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.06060606060606061]
[0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.02702702702702703];[0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.02040816326530612];[0.1, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.1, 0.06666666666666667, 0.1, 0.1, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667]
[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.10204081632653061, 0.02040816326530612, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366];[0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.08064516129032258, 0.016129032258064516, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806];[0.04878048780487805, 0.04878048780487805, 0.07317073170731707, 0.07317073170731707, 0.07317073170731707, 0.07317073170731707, 0.04878048780487805, 0.07317073170731707, 0.07317073170731707, 0.04878048780487805, 0.04878048780487805, 0.07317073170731707, 0.04878048780487805, 0.04878048780487805, 0.07317073170731707, 0.07317073170731707]
[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666];[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666];[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]
[0.03260869565217391, 0.03260869565217391, 0.03260869565217391, 0.03260869565217391, 0.03260869565217391, 0.010869565217391304, 0.03260869565217391, 0.03260869565217391, 0.03260869565217391, 0.03260869565217391, 0.03260869565217391, 0.03260869565217391, 0.010869565217391304, 0.03260869565217391, 0.03260869565217391, 0.010869565217391304, 0.03260869565217391, 0.03260869565217391, 0.05434782608695652, 0.05434782608695652, 0.05434782608695652, 0.03260869565217391, 0.03260869565217391, 0.03260869565217391, 0.03260869565217391, 0.03260869565217391, 0.05434782608695652, 0.03260869565217391, 0.03260869565217391, 0.03260869565217391];[0.034782608695652174, 0.034782608695652174, 0.034782608695652174, 0.034782608695652174, 0.034782608695652174, 0.008695652173913044, 0.034782608695652174, 0.034782608695652174, 0.034782608695652174, 0.034782608695652174, 0.034782608695652174, 0.034782608695652174, 0.008695652173913044, 0.034782608695652174, 0.034782608695652174, 0.008695652173913044, 0.034782608695652174, 0.034782608695652174, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.034782608695652174, 0.034782608695652174, 0.034782608695652174, 0.034782608695652174, 0.034782608695652174, 0.043478260869565216, 0.034782608695652174, 0.034782608695652174, 0.034782608695652174];[0.014492753623188406, 0.028985507246376812, 0.014492753623188406, 0.014492753623188406, 0.014492753623188406, 0.028985507246376812, 0.028985507246376812, 0.028985507246376812, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.028985507246376812, 0.043478260869565216, 0.028985507246376812, 0.043478260869565216, 0.028985507246376812, 0.043478260869565216, 0.043478260869565216, 0.028985507246376812, 0.028985507246376812, 0.028985507246376812, 0.043478260869565216, 0.028985507246376812, 0.043478260869565216, 0.043478260869565216, 0.028985507246376812, 0.028985507246376812, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216]
[0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.058823529411764705, 0.11764705882352941, 0.14705882352941177, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.11764705882352941, 0.08823529411764706, 0.029411764705882353];[0.1, 0.1, 0.1, 0.1, 0.05, 0.125, 0.125, 0.025, 0.025, 0.025, 0.1, 0.1, 0.025];[0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.08108108108108109, 0.05405405405405406, 0.05405405405405406, 0.10810810810810811, 0.05405405405405406, 0.05405405405405406, 0.10810810810810811]
[0.08333333333333333, 0.08333333333333333, 0.027777777777777776, 0.027777777777777776, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.1388888888888889, 0.08333333333333333, 0.027777777777777776, 0.027777777777777776, 0.08333333333333333, 0.08333333333333333];[0.08888888888888889, 0.08888888888888889, 0.022222222222222223, 0.022222222222222223, 0.08888888888888889, 0.08888888888888889, 0.08888888888888889, 0.08888888888888889, 0.1111111111111111, 0.08888888888888889, 0.022222222222222223, 0.022222222222222223, 0.08888888888888889, 0.08888888888888889];[0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.06451612903225806, 0.0967741935483871, 0.06451612903225806, 0.0967741935483871, 0.0967741935483871, 0.06451612903225806, 0.06451612903225806]
[0.2, 0.2, 0.2, 0.2, 0.2];[0.2, 0.2, 0.2, 0.2, 0.2];[0.16666666666666666, 0.16666666666666666, 0.25, 0.16666666666666666, 0.25]
[0.25, 0.25, 0.25, 0.25];[0.25, 0.25, 0.25, 0.25];[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333]
[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091];[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091];[0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.11538461538461539, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693, 0.11538461538461539]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.2857142857142857, 0.2857142857142857, 0.42857142857142855]
[0.06976744186046512, 0.06976744186046512, 0.06976744186046512, 0.06976744186046512, 0.023255813953488372, 0.046511627906976744, 0.09302325581395349, 0.09302325581395349, 0.06976744186046512, 0.11627906976744186, 0.06976744186046512, 0.023255813953488372, 0.06976744186046512, 0.11627906976744186];[0.08, 0.08, 0.08, 0.08, 0.02, 0.04, 0.08, 0.08, 0.08, 0.1, 0.08, 0.02, 0.08, 0.1];[0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.06060606060606061, 0.06060606060606061]
[0.10344827586206896, 0.10344827586206896, 0.10344827586206896, 0.10344827586206896, 0.034482758620689655, 0.1724137931034483, 0.13793103448275862, 0.10344827586206896, 0.13793103448275862];[0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.029411764705882353, 0.14705882352941177, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941];[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.15, 0.1, 0.15]
[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111];[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111];[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.05263157894736842, 0.05263157894736842, 0.017543859649122806, 0.03508771929824561, 0.05263157894736842, 0.017543859649122806, 0.017543859649122806, 0.05263157894736842, 0.08771929824561403, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.07017543859649122, 0.017543859649122806, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842];[0.056338028169014086, 0.056338028169014086, 0.014084507042253521, 0.028169014084507043, 0.056338028169014086, 0.014084507042253521, 0.014084507042253521, 0.056338028169014086, 0.07042253521126761, 0.056338028169014086, 0.056338028169014086, 0.056338028169014086, 0.056338028169014086, 0.056338028169014086, 0.056338028169014086, 0.056338028169014086, 0.056338028169014086, 0.014084507042253521, 0.056338028169014086, 0.056338028169014086, 0.056338028169014086];[0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.057692307692307696, 0.057692307692307696, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.057692307692307696, 0.038461538461538464, 0.038461538461538464, 0.057692307692307696, 0.057692307692307696, 0.057692307692307696, 0.038461538461538464, 0.057692307692307696, 0.038461538461538464, 0.057692307692307696, 0.07692307692307693]
[0.08571428571428572, 0.08571428571428572, 0.08571428571428572, 0.08571428571428572, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.08571428571428572, 0.11428571428571428, 0.08571428571428572, 0.08571428571428572, 0.08571428571428572];[0.09302325581395349, 0.09302325581395349, 0.09302325581395349, 0.09302325581395349, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.09302325581395349, 0.09302325581395349, 0.09302325581395349, 0.09302325581395349, 0.09302325581395349];[0.046511627906976744, 0.06976744186046512, 0.046511627906976744, 0.046511627906976744, 0.046511627906976744, 0.06976744186046512, 0.06976744186046512, 0.06976744186046512, 0.06976744186046512, 0.06976744186046512, 0.06976744186046512, 0.06976744186046512, 0.046511627906976744, 0.06976744186046512, 0.09302325581395349, 0.046511627906976744]
[0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.02564102564102564, 0.07692307692307693, 0.02564102564102564, 0.07692307692307693, 0.07692307692307693, 0.02564102564102564];[0.0784313725490196, 0.0784313725490196, 0.0784313725490196, 0.0784313725490196, 0.0784313725490196, 0.0784313725490196, 0.0784313725490196, 0.0784313725490196, 0.0784313725490196, 0.0196078431372549, 0.0784313725490196, 0.0196078431372549, 0.0784313725490196, 0.0784313725490196, 0.0196078431372549];[0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.08823529411764706, 0.08823529411764706, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.08823529411764706, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.08823529411764706]
[0.11538461538461539, 0.11538461538461539, 0.11538461538461539, 0.11538461538461539, 0.11538461538461539, 0.11538461538461539, 0.038461538461538464, 0.038461538461538464, 0.11538461538461539, 0.11538461538461539];[0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.029411764705882353, 0.029411764705882353, 0.11764705882352941, 0.11764705882352941];[0.08, 0.12, 0.08, 0.12, 0.08, 0.08, 0.12, 0.08, 0.12, 0.12]
[0.10344827586206896, 0.10344827586206896, 0.10344827586206896, 0.10344827586206896, 0.10344827586206896, 0.10344827586206896, 0.10344827586206896, 0.034482758620689655, 0.10344827586206896, 0.034482758620689655, 0.034482758620689655, 0.034482758620689655, 0.034482758620689655];[0.10810810810810811, 0.10810810810810811, 0.10810810810810811, 0.10810810810810811, 0.10810810810810811, 0.10810810810810811, 0.10810810810810811, 0.02702702702702703, 0.10810810810810811, 0.02702702702702703, 0.02702702702702703, 0.02702702702702703, 0.02702702702702703];[0.06060606060606061, 0.09090909090909091, 0.06060606060606061, 0.09090909090909091, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.06060606060606061]
[0.2, 0.2, 0.2, 0.2, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667];[0.21052631578947367, 0.21052631578947367, 0.21052631578947367, 0.21052631578947367, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842];[0.10526315789473684, 0.15789473684210525, 0.10526315789473684, 0.15789473684210525, 0.15789473684210525, 0.15789473684210525, 0.15789473684210525]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285];[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285];[0.17647058823529413, 0.17647058823529413, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413]
[0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.03125, 0.03125, 0.09375, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125];[0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.02564102564102564, 0.02564102564102564, 0.10256410256410256, 0.02564102564102564, 0.02564102564102564, 0.02564102564102564, 0.02564102564102564, 0.02564102564102564, 0.02564102564102564, 0.02564102564102564, 0.02564102564102564, 0.02564102564102564];[0.075, 0.05, 0.075, 0.05, 0.075, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.075]
[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.1388888888888889, 0.1111111111111111, 0.1111111111111111, 0.08333333333333333, 0.1111111111111111, 0.1111111111111111];[0.0975609756097561, 0.0975609756097561, 0.0975609756097561, 0.0975609756097561, 0.12195121951219512, 0.0975609756097561, 0.0975609756097561, 0.0975609756097561, 0.0975609756097561, 0.0975609756097561];[0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.13043478260869565, 0.08695652173913043, 0.13043478260869565, 0.13043478260869565]
[0.04285714285714286, 0.04285714285714286, 0.04285714285714286, 0.04285714285714286, 0.014285714285714285, 0.014285714285714285, 0.014285714285714285, 0.04285714285714286, 0.04285714285714286, 0.04285714285714286, 0.014285714285714285, 0.014285714285714285, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.014285714285714285, 0.014285714285714285, 0.014285714285714285, 0.04285714285714286, 0.04285714285714286, 0.04285714285714286, 0.04285714285714286, 0.014285714285714285, 0.04285714285714286, 0.014285714285714285, 0.05714285714285714];[0.04878048780487805, 0.04878048780487805, 0.04878048780487805, 0.04878048780487805, 0.012195121951219513, 0.012195121951219513, 0.012195121951219513, 0.04878048780487805, 0.04878048780487805, 0.04878048780487805, 0.012195121951219513, 0.012195121951219513, 0.06097560975609756, 0.06097560975609756, 0.06097560975609756, 0.06097560975609756, 0.012195121951219513, 0.012195121951219513, 0.012195121951219513, 0.04878048780487805, 0.04878048780487805, 0.04878048780487805, 0.04878048780487805, 0.012195121951219513, 0.04878048780487805, 0.012195121951219513, 0.04878048780487805];[0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.028985507246376812, 0.043478260869565216, 0.028985507246376812, 0.043478260869565216, 0.043478260869565216, 0.028985507246376812, 0.028985507246376812, 0.043478260869565216, 0.043478260869565216, 0.028985507246376812, 0.043478260869565216, 0.028985507246376812, 0.028985507246376812, 0.028985507246376812, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.028985507246376812, 0.043478260869565216, 0.028985507246376812, 0.028985507246376812, 0.028985507246376812]
[0.42857142857142855, 0.14285714285714285, 0.42857142857142855];[0.4444444444444444, 0.1111111111111111, 0.4444444444444444];[0.2857142857142857, 0.2857142857142857, 0.42857142857142855]
[0.42857142857142855, 0.14285714285714285, 0.42857142857142855];[0.4444444444444444, 0.1111111111111111, 0.4444444444444444];[0.375, 0.375, 0.25]
[0.07894736842105263, 0.07894736842105263, 0.07894736842105263, 0.07894736842105263, 0.07894736842105263, 0.07894736842105263, 0.02631578947368421, 0.02631578947368421, 0.02631578947368421, 0.10526315789473684, 0.13157894736842105, 0.02631578947368421, 0.10526315789473684, 0.07894736842105263];[0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.10869565217391304, 0.10869565217391304, 0.021739130434782608, 0.08695652173913043, 0.08695652173913043];[0.10526315789473684, 0.05263157894736842, 0.07894736842105263, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.10526315789473684, 0.10526315789473684, 0.05263157894736842, 0.07894736842105263, 0.10526315789473684]
[0.25, 0.25, 0.25, 0.25];[0.25, 0.25, 0.25, 0.25];[0.18181818181818182, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727]
[0.04, 0.013333333333333334, 0.04, 0.04, 0.04, 0.05333333333333334, 0.05333333333333334, 0.02666666666666667, 0.06666666666666667, 0.06666666666666667, 0.013333333333333334, 0.06666666666666667, 0.05333333333333334, 0.05333333333333334, 0.05333333333333334, 0.05333333333333334, 0.05333333333333334, 0.04, 0.04, 0.04, 0.04, 0.05333333333333334];[0.047058823529411764, 0.011764705882352941, 0.047058823529411764, 0.047058823529411764, 0.047058823529411764, 0.058823529411764705, 0.058823529411764705, 0.023529411764705882, 0.058823529411764705, 0.058823529411764705, 0.011764705882352941, 0.058823529411764705, 0.047058823529411764, 0.047058823529411764, 0.047058823529411764, 0.047058823529411764, 0.047058823529411764, 0.047058823529411764, 0.047058823529411764, 0.047058823529411764, 0.047058823529411764, 0.047058823529411764];[0.03773584905660377, 0.05660377358490566, 0.03773584905660377, 0.05660377358490566, 0.03773584905660377, 0.03773584905660377, 0.03773584905660377, 0.05660377358490566, 0.03773584905660377, 0.03773584905660377, 0.03773584905660377, 0.05660377358490566, 0.03773584905660377, 0.03773584905660377, 0.05660377358490566, 0.05660377358490566, 0.05660377358490566, 0.05660377358490566, 0.03773584905660377, 0.03773584905660377, 0.05660377358490566, 0.03773584905660377]
[0.625, 0.125, 0.125, 0.125];[0.625, 0.125, 0.125, 0.125];[0.3, 0.3, 0.2, 0.2]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.027624309392265192, 0.016574585635359115, 0.016574585635359115, 0.0055248618784530384, 0.022099447513812154, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.0055248618784530384, 0.016574585635359115, 0.016574585635359115, 0.0055248618784530384, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.0055248618784530384, 0.0055248618784530384, 0.027624309392265192, 0.027624309392265192, 0.027624309392265192, 0.027624309392265192, 0.022099447513812154, 0.022099447513812154, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.016574585635359115, 0.022099447513812154, 0.016574585635359115];[0.022123893805309734, 0.017699115044247787, 0.017699115044247787, 0.004424778761061947, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.004424778761061947, 0.017699115044247787, 0.017699115044247787, 0.004424778761061947, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.004424778761061947, 0.004424778761061947, 0.022123893805309734, 0.022123893805309734, 0.022123893805309734, 0.022123893805309734, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787, 0.017699115044247787];[0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.022900763358778626, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.022900763358778626, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.022900763358778626, 0.015267175572519083, 0.015267175572519083, 0.022900763358778626, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.022900763358778626, 0.015267175572519083, 0.015267175572519083, 0.022900763358778626, 0.022900763358778626, 0.022900763358778626, 0.022900763358778626, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.022900763358778626, 0.015267175572519083, 0.022900763358778626, 0.022900763358778626, 0.015267175572519083, 0.022900763358778626, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083, 0.015267175572519083]
[0.35714285714285715, 0.21428571428571427, 0.21428571428571427, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142];[0.3125, 0.25, 0.25, 0.0625, 0.0625, 0.0625];[0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.23076923076923078]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.2857142857142857, 0.2857142857142857, 0.42857142857142855]
