functionality;architecture;neutral
[0.3076923076923077, 0.3076923076923077, 0.3076923076923077, 0.07692307692307693];[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.5714285714285714];[0.25, 0.25, 0.25, 0.25]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886];[0.005494505494505495, 0.005494505494505495, 0.005494505494505495, 0.005494505494505495, 0.005494505494505495, 0.005494505494505495, 0.005494505494505495, 0.005494505494505495, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.005494505494505495, 0.005494505494505495];[0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.012658227848101266, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519, 0.0189873417721519]
[0.25, 0.25, 0.25, 0.25];[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.5714285714285714];[0.2, 0.2, 0.3, 0.3]
[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625];[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625];[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.6, 0.4]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.8, 0.2];[0.5, 0.5];[0.5, 0.5]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.375, 0.375, 0.25]
[0.5, 0.5];[0.25, 0.75];[0.4, 0.6]
[0.6666666666666666, 0.16666666666666666, 0.16666666666666666];[0.16666666666666666, 0.16666666666666666, 0.6666666666666666];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[0.5, 0.5];[0.5, 0.5];[0.6, 0.4]
[0.2, 0.8];[0.8, 0.2];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.8, 0.2];[0.5, 0.5];[0.5, 0.5]
[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285];[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285];[0.2, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.16666666666666666, 0.16666666666666666, 0.6666666666666666];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667];[0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667];[0.06818181818181818, 0.06818181818181818, 0.06818181818181818, 0.06818181818181818, 0.06818181818181818, 0.06818181818181818, 0.06818181818181818, 0.06818181818181818, 0.06818181818181818, 0.06818181818181818, 0.06818181818181818, 0.06818181818181818, 0.06818181818181818, 0.06818181818181818, 0.045454545454545456]
[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111];[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111];[0.08333333333333333, 0.1111111111111111, 0.1388888888888889, 0.08333333333333333, 0.1388888888888889, 0.1388888888888889, 0.1388888888888889, 0.08333333333333333, 0.08333333333333333]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.45454545454545453, 0.18181818181818182, 0.36363636363636365]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666];[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666];[0.14285714285714285, 0.21428571428571427, 0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.14285714285714285]
[0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815];[0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815];[0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.010638297872340425, 0.010638297872340425, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.010638297872340425, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.010638297872340425, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.010638297872340425, 0.0070921985815602835, 0.010638297872340425, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.010638297872340425, 0.010638297872340425, 0.010638297872340425, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.0070921985815602835, 0.010638297872340425, 0.0070921985815602835, 0.010638297872340425, 0.010638297872340425, 0.010638297872340425, 0.0070921985815602835]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.375, 0.375, 0.25]
[0.25, 0.25, 0.25, 0.25];[0.25, 0.25, 0.25, 0.25];[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.6, 0.4]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.16666666666666666, 0.3333333333333333, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666];[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666];[0.125, 0.1875, 0.125, 0.1875, 0.1875, 0.1875]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.5, 0.5];[0.2, 0.8];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.08888888888888889, 0.08888888888888889, 0.08888888888888889, 0.08888888888888889, 0.08888888888888889, 0.08888888888888889, 0.08888888888888889, 0.08888888888888889, 0.08888888888888889, 0.08888888888888889, 0.08888888888888889, 0.022222222222222223];[0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.26666666666666666];[0.1111111111111111, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.05555555555555555]
[0.2, 0.8];[0.8, 0.2];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.3076923076923077, 0.3076923076923077, 0.38461538461538464];[0.3076923076923077, 0.3076923076923077, 0.38461538461538464];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.4, 0.3, 0.3];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.7142857142857143, 0.14285714285714285, 0.14285714285714285];[0.7142857142857143, 0.14285714285714285, 0.14285714285714285];[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]
[0.8333333333333334, 0.16666666666666666];[0.8333333333333334, 0.16666666666666666];[0.6666666666666666, 0.3333333333333333]
[0.3125, 0.0625, 0.3125, 0.3125];[0.3125, 0.0625, 0.3125, 0.3125];[0.2727272727272727, 0.18181818181818182, 0.2727272727272727, 0.2727272727272727]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.2, 0.8];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.75, 0.25]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.375, 0.375, 0.25]
[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666];[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666];[0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.14285714285714285, 0.21428571428571427, 0.14285714285714285]
[0.5, 0.5];[0.5, 0.5];[0.6, 0.4]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.4, 0.4, 0.1, 0.1];[0.25, 0.25, 0.25, 0.25];[0.3, 0.2, 0.3, 0.2]
[0.5, 0.5];[0.5, 0.5];[0.3333333333333333, 0.6666666666666666]
[0.5, 0.5];[0.5, 0.5];[0.6, 0.4]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.8333333333333334, 0.16666666666666666];[0.8333333333333334, 0.16666666666666666];[0.5, 0.5]
[0.25, 0.25, 0.25, 0.25];[0.4, 0.1, 0.4, 0.1];[0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.2222222222222222]
[0.5, 0.5];[0.8, 0.2];[0.5, 0.5]
[0.5, 0.5];[0.8, 0.2];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.6, 0.4]
[0.5, 0.5];[0.5, 0.5];[0.6, 0.4]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.8333333333333334, 0.16666666666666666];[0.8333333333333334, 0.16666666666666666];[0.6, 0.4]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.375, 0.375, 0.25]
[0.5, 0.5];[0.5, 0.5];[0.75, 0.25]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.5, 0.5];[0.5, 0.5];[0.42857142857142855, 0.5714285714285714]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[0.5, 0.5];[0.5, 0.5];[0.6, 0.4]
[0.5, 0.5];[0.5, 0.5];[0.6, 0.4]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.6666666666666666, 0.3333333333333333]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
